iter	MultiClass
256	0.3719435971
257	0.3709704435
258	0.3702270467
259	0.3692943946
260	0.3688602041
261	0.3671387567
262	0.3661949099
263	0.3652315916
264	0.3643307548
265	0.3637436805
266	0.3630015235
267	0.361937853
268	0.3612904271
269	0.3608196134
270	0.3600996222
271	0.359569459
272	0.3588770445
273	0.3584949059
274	0.3579799394
275	0.3576471746
276	0.3569857747
277	0.3563289805
278	0.3559443044
279	0.3554887141
280	0.3552079047
281	0.3544701624
282	0.3525250047
283	0.3515822848
284	0.3507804486
285	0.3500636986
286	0.3491524444
287	0.3485015364
288	0.3479426511
289	0.3474250519
290	0.3459596476
291	0.3450652268
292	0.3444638677
293	0.343490888
294	0.3428450444
295	0.342600653
296	0.3419645051
297	0.3415885086
298	0.3410377649
299	0.3401109813
300	0.3394574629
301	0.3387917837
302	0.3384561773
303	0.3379808756
304	0.3374336697
305	0.3366185204
306	0.3356608718
307	0.3350756249
308	0.3345350208
309	0.3334470313
310	0.3326552129
311	0.3322798456
312	0.3314339678
313	0.3307527182
314	0.3302601751
315	0.3297917902
316	0.3293174362
317	0.3288571631
318	0.328482926
319	0.3278395427
320	0.327152502
321	0.3263911087
322	0.3258246801
323	0.3255485568
324	0.3250989392
325	0.3243275842
326	0.3238650221
327	0.3233138601
328	0.3227287132
329	0.3218931096
330	0.3213877206
331	0.3209625839
332	0.3207078159
333	0.3204584207
334	0.3200482445
335	0.319682851
336	0.3190950339
337	0.3185110247
338	0.3182089265
339	0.3177637539
340	0.3173216708
341	0.3167252558
342	0.3162832565
343	0.3156289136
344	0.3149373231
345	0.3144224317
346	0.3139467839
347	0.3134345959
348	0.3127693944
349	0.3124958493
350	0.3121562727
351	0.3113755195
352	0.3110956093
353	0.3106326932
354	0.309909406
355	0.3094948117
356	0.3091114969
357	0.3085614175
358	0.3080585761
359	0.3077109821
360	0.307289885
361	0.3067229066
362	0.3063721508
363	0.3060824899
364	0.3056973036
365	0.3054447722
366	0.3049605279
367	0.3045944763
368	0.3039208001
369	0.303607405
370	0.3033033104
371	0.3029286805
372	0.3024424893
373	0.3017890642
374	0.3011653381
375	0.3008865104
376	0.3004900687
377	0.300215761
378	0.2997656285
379	0.2988511921
380	0.2985590904
381	0.2983896039
382	0.2979189353
383	0.2974725532
384	0.2970706524
385	0.2966841253
386	0.2960802434
387	0.2956715229
388	0.2954347062
389	0.2950670278
390	0.2948785254
391	0.2944827251
392	0.294196133
393	0.2940639944
394	0.2938757016
395	0.2934951052
396	0.2930739701
397	0.2919630216
398	0.2916296679
399	0.2912020386
400	0.2906657003
401	0.2898172112
402	0.2891972092
403	0.2888421294
404	0.2883359155
405	0.2877425331
406	0.2875767126
407	0.2872930034
408	0.2868513782
409	0.2863036155
410	0.2858944512
411	0.2853566471
412	0.2849865708
413	0.2846855925
414	0.2839306408
415	0.2835646861
416	0.2832531054
417	0.2826965974
418	0.2823315075
419	0.2818065068
420	0.2813680622
421	0.2810669865
422	0.2808014959
423	0.2806212552
424	0.2804143756
425	0.2799963347
426	0.2796359476
427	0.2794124643
428	0.2791496529
429	0.278806464
430	0.278544716
431	0.278258352
432	0.2779757805
433	0.277626513
434	0.2773964211
435	0.2770161224
436	0.2766070495
437	0.2762796399
438	0.2756632005
439	0.2750923823
440	0.2748572774
441	0.2745566892
442	0.2741775257
443	0.2738148232
444	0.2735660962
445	0.2732110609
446	0.2730186915
447	0.2725638962
448	0.272206548
449	0.2715288486
450	0.2712705484
451	0.2709868548
452	0.270663571
453	0.2702469954
454	0.269800382
455	0.2693914091
456	0.2690785845
457	0.2689063356
458	0.2686317868
459	0.2680443901
460	0.2678170363
461	0.2675909605
462	0.2674161698
463	0.2672464124
464	0.267023416
465	0.2665329305
466	0.2662762696
467	0.2658772172
468	0.2655876175
469	0.2652426009
470	0.2647764208
471	0.2643697451
472	0.2639343138
473	0.2633858209
474	0.2629497698
475	0.2626551259
476	0.2620239224
477	0.2618887147
478	0.2616916195
479	0.2614193154
480	0.2611929606
481	0.2607795906
482	0.2605635888
483	0.2602614298
484	0.2600238741
485	0.259722721
486	0.2593543942
487	0.2591028214
488	0.2588742596
489	0.2585566792
490	0.2582018015
491	0.2579178469
492	0.2574979037
493	0.2571973438
494	0.2569144264
495	0.2565762378
496	0.2563556263
497	0.2561774499
498	0.2558377756
499	0.2555095016
